Generator,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_min_pu,p_max_pu,p_set,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,generation_blend_share,is_blend_or_ccs,max_utilisation_rate,min_utilisation_rate,total_capital_cost,annual_fixed_costs
SGPXX-combined-cycle-hydrogen-clean-ext-2030,SGPXX,PQ,combined-cycle-hydrogen-clean,720,0,TRUE,720,720,0,1,0,inf,0,1,hydrogen,213,0,TRUE,2030,40,150063.18,0.6,FALSE,34.2,0,0,3,2,1,0,1,1,0.45,0.45,1,0.3,1,1,0,1127591,38243
MYSSK-combined-cycle-hydrogen-clean-ext-2030,MYSSK,PQ,combined-cycle-hydrogen-clean,150,0,TRUE,150,150,0,1,0,inf,0,1,hydrogen,213,0,TRUE,2030,40,150063.18,0.6,FALSE,34.2,0,0,3,2,1,0,1,1,0.45,0.45,1,0.3,1,1,0,1127591,38243
MYSPE-combined-cycle-hydrogen-clean-ext-2030,MYSPE,PQ,combined-cycle-hydrogen-clean,420,0,TRUE,420,420,0,1,0,inf,0,1,hydrogen,213,0,TRUE,2030,40,150063.18,0.6,FALSE,34.2,0,0,3,2,1,0,1,1,0.45,0.45,1,0.3,1,1,0,1127591,38243
MYSPE-coal-biomass-cofiring-fossil-ext-2030,MYSPE,PQ,coal-biomass-cofiring-fossil,1785,0,TRUE,1785,1785,0,1,0,inf,0,1,coal,47.59,0,TRUE,2030,30,234458.55,0.38,FALSE,35.64,0,0,5,6,1,0,1,1,0.38,0.38,1,0.85,1,0.85,0,1881437,37688
MYSSK-coal-biomass-cofiring-fossil-ext-2030,MYSSK,PQ,coal-biomass-cofiring-fossil,0,0,TRUE,0,0,0,1,0,inf,0,1,coal,16.825,0,TRUE,2030,30,234458.55,0.38,FALSE,35.64,0,0,5,6,1,0,1,1,0.38,0.38,1,0.85,1,0.85,0,1881437,37688
SGPXX-coal-biomass-cofiring-fossil-ext-2030,SGPXX,PQ,coal-biomass-cofiring-fossil,0,0,TRUE,0,0,0,1,0,inf,0,1,coal,47.59,0,TRUE,2030,30,234458.55,0.38,FALSE,35.64,0,0,5,6,1,0,1,1,0.38,0.38,1,0.85,1,0.85,0,1881437,37688
MYSPE-coal-biomass-cofiring-clean-ext-2030,MYSPE,PQ,coal-biomass-cofiring-clean,315,0,TRUE,315,315,0,1,0,inf,0,1,biomass,135.355,0,TRUE,2030,30,234458.55,0.38,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.15,1,0.85,0,1881437,37688
MYSSK-coal-biomass-cofiring-clean-ext-2030,MYSSK,PQ,coal-biomass-cofiring-clean,0,0,TRUE,0,0,0,1,0,inf,0,1,biomass,135.355,0,TRUE,2030,30,234458.55,0.38,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.15,1,0.85,0,1881437,37688
SGPXX-coal-biomass-cofiring-clean-ext-2030,SGPXX,PQ,coal-biomass-cofiring-clean,0,0,TRUE,0,0,0,1,0,inf,0,1,biomass,135.355,0,TRUE,2030,30,234458.55,0.38,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.15,1,0.85,0,1881437,37688
MYSPE-coal-ammonia-cofiring-fossil-ext-2030,MYSPE,PQ,coal-ammonia-cofiring-fossil,3208,0,TRUE,3208,3208,0,1,0,inf,0,1,coal,49.4,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,1,0,2406090,56029
MYSSK-coal-ammonia-cofiring-fossil-ext-2030,MYSSK,PQ,coal-ammonia-cofiring-fossil,0,0,TRUE,0,0,0,1,0,inf,0,1,coal,49.4,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,1,0,2406090,56029
SGPXX-coal-ammonia-cofiring-fossil-ext-2030,SGPXX,PQ,coal-ammonia-cofiring-fossil,0,0,TRUE,0,0,0,1,0,inf,0,1,coal,49.4,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,1,0,2406090,56029
MYSPE-coal-ammonia-cofiring-clean-ext-2030,MYSPE,PQ,coal-ammonia-cofiring-clean,802,0,TRUE,802,802,0,1,0,inf,0,1,ammonia,363.724,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,0.85,0,2406090,56029
MYSSK-coal-ammonia-cofiring-clean-ext-2030,MYSSK,PQ,coal-ammonia-cofiring-clean,0,0,TRUE,0,0,0,1,0,inf,0,1,ammonia,363.724,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,0.85,0,2406090,56029
SGPXX-coal-ammonia-cofiring-clean-ext-2030,SGPXX,PQ,coal-ammonia-cofiring-clean,0,0,TRUE,0,0,0,1,0,inf,0,1,ammonia,363.724,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,0.85,0,2406090,56029
MYSPE-gas-ccs-leaked-ext-2030,MYSPE,PQ,gas-ccs-leaked,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-leaked,71.929,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.3,1,0.85,0,3351253,124330
MYSSK-gas-ccs-leaked-ext-2030,MYSSK,PQ,gas-ccs-leaked,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-leaked,71.929,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.3,1,0.85,0,3351253,124330
SGPXX-gas-ccs-leaked-ext-2030,SGPXX,PQ,gas-ccs-leaked,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-leaked,105.708,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.3,1,0.85,0,3351253,124330
MYSPE-gas-ccs-sequestered-ext-2030,MYSPE,PQ,gas-ccs-sequestered,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-sequestered,71.929,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.7,1,0.85,0,3351253,124330
MYSSK-gas-ccs-sequestered-ext-2030,MYSSK,PQ,gas-ccs-sequestered,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-sequestered,71.929,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.7,1,0.85,0,3351253,124330
SGPXX-gas-ccs-sequestered-ext-2030,SGPXX,PQ,gas-ccs-sequestered,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-sequestered,105.708,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.7,1,0.85,0,3351253,124330
